"","subject","mops_mat_abuse","mops_mat_indiff","mops_mat_control","mops_pat_abuse","mops_pat_indiff","mops_pat_control","apq_positive","apq_inconsistent","apq_poorsup","apq_involve","apq_punish","ELST1","ELSIT1"
"2035",17624,0,1,2,0,2,0,10,5,11,7,3,0.125729811977804,-0.125729811977804
"2036",17277,2,6,11,0,3,0,7,6,7,3,3,6.54013101858292,-6.54013101858292
"2038",33480,0,0,1,0,0,1,11,10,4,11,3,-3.84572331461296,3.84572331461296
"2039",35790,0,0,1,0,0,1,13,9,7,12,5,-4.12016336483771,4.12016336483771
"2040",10843,0,1,0,0,2,0,13,3,7,11,3,-3.83106111966429,3.83106111966429
"2041",48389,0,0,0,0,0,0,14,10,4,11,3,-5.42139772334329,5.42139772334329
"2042",34488,1,2,3,1,1,4,11,6,5,11,3,-1.12308391006036,1.12308391006036
"2043",34595,1,1,5,5,4,4,7,4,9,5,3,6.22571136703401,-6.22571136703401
"2044",38851,4,1,8,8,3,12,3,7,8,7,3,11.048281897281,-11.048281897281
"2045",48322,0,0,4,0,0,3,11,7,9,9,3,-1.15062584339698,1.15062584339698
"2046",16998,0,0,1,0,0,1,11,4,5,12,3,-4.64512427142834,4.64512427142834
"2047",32375,2,3,8,3,4,7,9,13,11,5,4,8.72628967764481,-8.72628967764481
"2048",24190,0,2,4,0,1,4,13,6,6,12,4,-2.08633852317343,2.08633852317343
"2050",30528,1,3,4,7,3,4,9,10,11,5,3,7.00859488489388,-7.00859488489388
"2051",29124,0,0,1,0,1,1,15,3,4,15,5,-6.52100819187373,6.52100819187373
"2052",20818,0,2,1,1,2,1,7,6,5,12,6,-0.660851587468715,0.660851587468715
"2053",32060,0,2,6,6,14,5,6,3,6,4,3,12.8549953757454,-12.8549953757454
"2054",15263,0,0,4,1,0,2,9,8,6,11,3,-1.51632305173659,1.51632305173659
"2055",24281,0,0,4,0,0,4,10,7,7,11,3,-1.61218338026921,1.61218338026921
"2056",12831,1,2,5,2,2,5,13,7,7,12,3,0.136663894815563,-0.136663894815563
"2057",14282,0,0,0,0,0,0,14,9,5,12,3,-5.64614161665799,5.64614161665799
"2058",19612,0,1,3,1,3,2,7,7,9,8,3,2.36821381392987,-2.36821381392987
"2059",21899,0,0,1,0,1,0,9,5,3,8,3,-2.65102071018912,2.65102071018912
"2060",18358,0,1,2,0,0,1,11,6,7,10,3,-2.81027181440337,2.81027181440337
"2061",17657,0,0,2,0,0,0,15,3,5,11,3,-5.80210942888615,5.80210942888615
"2062",43661,3,2,10,0,1,7,13,5,3,9,3,1.06148136731677,-1.06148136731677
"2063",40725,0,0,0,0,0,0,13,3,5,13,3,-6.30853919716326,6.30853919716326
"2064",37101,0,0,0,0,0,0,12,5,6,12,3,-5.20026328887876,5.20026328887876
"2065",40733,0,0,3,0,0,3,6,8,10,8,9,1.62538779933702,-1.62538779933702
"2066",39370,3,0,2,0,0,0,13,3,6,12,3,-4.61179968139601,4.61179968139601
"2067",30700,0,0,0,0,0,0,10,4,4,12,3,-5.04118794895866,5.04118794895866
"2068",38000,0,0,4,0,0,2,15,8,5,12,3,-4.48166314697236,4.48166314697236
"2069",12138,3,17,3,3,10,10,5,7,7,4,3,15.4888350340791,-15.4888350340791
"2070",40352,1,0,3,1,0,3,10,6,6,12,3,-2.24012750446963,2.24012750446963
"2071",15479,0,0,2,0,4,7,10,3,5,9,3,0.650676643926951,-0.650676643926951
"2072",17616,0,0,3,0,1,2,13,4,4,10,3,-3.52011852494389,3.52011852494389
"2073",14308,1,1,8,0,0,0,10,9,6,7,6,0.600483319099964,-0.600483319099964
"2074",42804,1,0,5,0,0,0,4,9,8,9,3,1.02556057863431,-1.02556057863431
"2075",26682,0,0,0,0,0,0,12,6,3,12,3,-5.71692910213817,5.71692910213817
"2076",39479,0,0,3,0,0,2,15,5,5,14,3,-5.74755294344236,5.74755294344236
"2077",18416,0,0,3,0,0,1,12,3,3,10,3,-4.32715494819444,4.32715494819444
"2078",17574,0,0,1,0,0,1,15,3,3,10,3,-5.93057386275253,5.93057386275253
"2079",25908,3,3,8,1,3,1,6,8,9,10,7,4.9186892197179,-4.9186892197179
"2080",26930,2,0,4,1,0,4,12,7,4,11,3,-2.18623698316822,2.18623698316822
"2081",31401,0,0,2,0,0,0,11,6,6,9,3,-3.21594986374388,3.21594986374388
"2082",24455,5,0,7,7,7,10,5,5,7,5,9,12.3361029917792,-12.3361029917792
"2083",25973,0,0,0,5,2,1,14,5,5,11,4,-2.52157114294573,2.52157114294573
"2084",31773,1,3,2,0,15,0,15,6,8,14,3,3.85012538075557,-3.85012538075557
"2085",19844,0,0,2,0,0,0,12,10,8,11,3,-3.32338495913577,3.32338495913577
"2086",16709,0,1,6,1,0,6,9,9,7,9,3,1.28411645979452,-1.28411645979452
"2087",17186,0,0,3,0,0,2,14,6,5,13,3,-4.96474085651118,4.96474085651118
"2088",40840,0,0,1,0,0,0,8,4,5,6,3,-1.93310885493828,1.93310885493828
"2089",20446,0,2,2,0,1,1,12,5,5,11,3,-3.174872349838,3.174872349838
"2090",46888,1,2,4,0,0,1,12,4,6,8,3,-1.93218868654165,1.93218868654165
"2091",15735,0,2,3,0,0,0,5,7,6,7,3,0.430950329003111,-0.430950329003111
"2092",24406,0,0,5,0,2,6,11,10,5,11,3,-0.0973671908833175,0.0973671908833175
"2093",38471,0,1,6,5,16,6,5,5,4,4,3,13.8048073250336,-13.8048073250336
"2094",27011,0,0,2,0,1,1,13,6,5,10,3,-3.61279034473088,3.61279034473088
"2095",29819,0,0,2,3,2,5,12,8,4,10,3,-0.611087671535798,0.611087671535798
"2096",34694,0,0,0,0,0,0,13,3,6,11,3,-5.45731700997457,5.45731700997457
"2097",16634,4,7,2,1,4,3,8,3,12,8,4,5.23711725560364,-5.23711725560364
"2098",41251,1,0,0,0,1,0,12,5,5,12,9,-3.95973324482117,3.95973324482117
"2099",23648,0,0,3,0,0,4,14,5,7,10,3,-3.19225023608902,3.19225023608902
"2100",19174,0,0,3,0,0,1,12,8,8,11,3,-3.0201807306956,3.0201807306956
"2101",10124,0,0,0,0,0,0,14,3,3,14,3,-7.39748468870067,7.39748468870067
"2102",40790,0,0,0,2,0,1,15,6,3,14,3,-6.44906878648712,6.44906878648712
"2104",16022,1,1,5,15,18,9,9,8,8,5,3,18.6058798645956,-18.6058798645956
"2105",39842,0,0,2,0,0,2,12,3,5,10,3,-3.93383463671583,3.93383463671583
"2106",32573,0,0,0,0,1,1,12,6,5,13,3,-4.78710078723903,4.78710078723903
"2107",25478,0,0,0,0,0,0,15,10,8,13,5,-5.34318305651918,5.34318305651918
"2108",35501,0,2,1,1,2,0,10,8,5,12,3,-2.06272328452995,2.06272328452995
"2109",59477,0,2,5,1,3,6,4,4,7,5,5,5.66459328856871,-5.66459328856871
"2110",40923,3,2,8,9,3,8,9,8,13,7,9,10.2033411253302,-10.2033411253302
"2111",30007,1,0,0,1,0,0,14,6,10,11,3,-4.06699728196365,4.06699728196365
"2113",18150,1,3,3,0,2,2,12,5,5,8,3,-0.639810706665353,0.639810706665353
"2114",46045,12,13,12,0,3,0,5,3,8,4,4,11.0297972663852,-11.0297972663852
"2115",27227,2,7,5,0,5,6,5,13,10,5,3,9.27988637152506,-9.27988637152506
"2116",20842,0,2,3,0,0,0,6,7,4,7,5,-0.113339677556367,0.113339677556367
"2117",34074,0,0,2,0,0,3,14,7,4,12,3,-4.76774146902423,4.76774146902423
"2118",18457,0,0,0,0,0,0,14,7,6,10,5,-4.8004716591594,4.8004716591594
"2119",48249,0,0,6,0,0,7,3,5,5,4,5,3.95515967403889,-3.95515967403889
"2120",18465,0,0,3,0,0,3,13,7,7,9,3,-2.54716801046404,2.54716801046404
"2121",27300,1,0,3,0,0,6,12,8,4,12,3,-2.71766533181835,2.71766533181835
"2122",31567,0,0,4,1,0,2,12,5,7,12,3,-3.01353712534145,3.01353712534145
"2123",36897,0,0,1,0,0,1,10,9,13,9,3,-1.07763748593566,1.07763748593566
"2124",20032,0,0,1,0,0,1,10,7,3,8,3,-3.0924795086,3.0924795086
"2125",41012,4,0,2,12,3,12,7,5,10,5,3,9.9417589430563,-9.9417589430563
"2126",37978,3,0,6,0,6,0,7,4,6,4,3,4.73141135168742,-4.73141135168742
"2127",18473,0,0,0,0,0,0,10,3,7,13,3,-4.844867024967,4.844867024967
"2128",27995,0,0,1,0,0,1,12,7,7,9,3,-3.26576633318162,3.26576633318162
"2129",12484,4,4,7,9,9,7,11,11,7,5,4,12.3227403187532,-12.3227403187532
"2130",46359,2,3,0,0,0,7,8,9,11,5,3,2.90516556125779,-2.90516556125779
"2131",24976,0,1,2,0,1,1,13,5,6,12,3,-3.8950498713646,3.8950498713646
"2132",27987,0,0,0,0,0,0,14,4,5,12,3,-6.22079868015867,6.22079868015867
"2133",38091,5,8,9,4,10,7,7,9,8,6,5,14.1293822618147,-14.1293822618147
"2134",25015,0,0,2,2,0,2,9,7,4,11,3,-2.26388275387623,2.26388275387623
"2135",33910,0,0,3,0,0,1,10,8,4,11,4,-3.05508349752664,3.05508349752664
"2136",33647,0,0,5,0,0,0,7,3,4,5,3,-0.469068882724158,0.469068882724158
"2137",47258,0,0,3,0,0,1,12,4,7,9,3,-3.04974901161382,3.04974901161382
"2138",27532,0,0,2,8,13,8,11,11,7,11,3,9.23763718931002,-9.23763718931002
"2139",40071,1,0,3,4,6,3,10,5,3,12,9,2.19270258373151,-2.19270258373151
"2140",10116,0,0,0,0,0,0,12,6,5,12,3,-5.2958642848318,5.2958642848318
"2141",32029,0,0,1,0,0,0,12,10,9,13,3,-4.03394810885219,4.03394810885219
"2142",22475,0,0,1,0,0,2,13,5,4,11,5,-4.63848007832371,4.63848007832371
"2143",29637,0,0,4,2,10,4,12,3,8,12,3,3.58617422200105,-3.58617422200105
"2145",17038,3,1,10,0,0,0,7,9,7,9,4,1.95280137351763,-1.95280137351763
"2146",24927,0,1,1,4,1,2,15,4,3,11,6,-3.31059145280541,3.31059145280541
"2147",21014,0,0,1,7,3,7,14,5,8,12,6,1.08530850125267,-1.08530850125267
"2148",41103,1,0,6,2,1,2,9,8,9,9,6,1.78062015910721,-1.78062015910721
"2149",29827,1,0,1,0,0,0,13,3,3,11,3,-5.60682490337398,5.60682490337398
"2150",47613,0,0,3,0,0,4,7,12,3,4,3,1.12495984854879,-1.12495984854879
"2151",39289,5,0,10,15,7,10,6,5,8,8,14,15.434043476724,-15.434043476724
"2152",26344,0,0,3,0,0,3,15,7,3,14,6,-5.34962776777684,5.34962776777684
"2153",23978,0,2,3,0,4,1,11,8,5,11,4,-0.360639910522549,0.360639910522549
"2154",19109,2,3,7,0,0,6,5,6,7,7,4,3.94249374758649,-3.94249374758649
"2155",39800,0,0,3,0,0,4,12,7,5,13,3,-3.64941532587177,3.64941532587177
"2156",34520,1,1,3,5,2,2,9,10,10,12,5,2.19362871940809,-2.19362871940809
"2157",17178,0,0,1,5,1,1,10,9,7,11,3,-0.658834165860811,0.658834165860811
"2158",23234,0,2,6,0,3,1,13,7,6,11,5,-0.583184959992897,0.583184959992897
"2159",16949,0,0,0,0,0,0,9,8,3,13,3,-4.76480381111576,4.76480381111576
"2160",37044,0,1,2,4,1,2,11,11,8,10,3,0.201018394751215,-0.201018394751215
"2161",32110,3,1,3,0,4,0,12,7,7,13,4,-0.953171941192077,0.953171941192077
"2162",27367,1,0,1,1,0,1,12,5,9,10,5,-2.619666994572,2.619666994572
"2163",25700,4,0,4,7,8,2,10,8,7,10,6,6.51728399373427,-6.51728399373427
"2164",34504,0,0,1,2,0,1,11,3,5,10,3,-3.42086973052287,3.42086973052287
"2165",33621,0,0,2,2,1,3,7,7,8,9,3,0.743116616059118,-0.743116616059118
"2167",15222,1,6,6,2,5,7,7,8,9,7,3,7.92598597114487,-7.92598597114487
"2168",29983,1,1,3,9,18,0,3,5,13,3,3,17.1094006071408,-17.1094006071408
"2169",34769,1,0,1,0,0,0,11,6,7,13,3,-4.36551923926976,4.36551923926976
"2170",37150,0,0,2,0,0,0,9,4,6,8,3,-2.4303962299498,2.4303962299498
"2174",27748,0,0,1,0,0,0,13,4,3,13,3,-6.33426682193539,6.33426682193539
"2176",16303,0,0,0,3,0,0,13,8,3,12,7,-4.33823660767568,4.33823660767568
"2177",40881,0,0,1,0,0,1,11,9,7,9,3,-2.68836772281805,2.68836772281805
"2178",32037,0,0,3,0,0,2,12,4,5,9,3,-3.21815255491385,3.21815255491385
"2179",33415,5,4,8,11,14,9,8,9,8,10,11,17.0975235154567,-17.0975235154567
"2180",28738,2,3,0,0,0,1,11,6,9,10,3,-2.02099293941566,2.02099293941566
"2181",21311,0,0,0,0,0,0,14,6,3,10,3,-5.77131089352926,5.77131089352926
"2182",24026,1,7,8,3,13,1,7,10,11,5,6,13.8225674478997,-13.8225674478997
"2184",33944,0,0,2,0,0,2,13,8,6,11,3,-3.81652583879302,3.81652583879302
"2185",35287,2,0,2,0,0,2,8,7,3,7,3,-1.14062889011314,1.14062889011314
"2186",10975,0,0,8,0,0,0,7,6,10,5,3,1.98013714679763,-1.98013714679763
"2187",22137,0,0,7,0,0,2,8,7,3,10,3,-1.10300176419798,1.10300176419798
"2188",13060,0,0,0,0,0,0,10,5,10,10,7,-2.57375111438357,2.57375111438357
"2189",45963,0,0,2,0,0,2,13,9,4,12,3,-4.443004132667,4.443004132667
"2190",29611,0,0,0,0,0,0,15,3,5,13,3,-7.00361076708985,7.00361076708985
"2191",13953,1,2,6,0,2,5,12,3,8,10,3,0.457605820930999,-0.457605820930999
"2192",37846,4,2,8,3,0,5,10,8,9,10,5,3.22288971346473,-3.22288971346473
"2193",17285,1,0,0,0,1,0,12,9,4,12,3,-4.38347178980436,4.38347178980436
"2194",10900,0,0,0,0,0,0,14,6,7,10,3,-4.92918125891653,4.92918125891653
"2195",28365,0,0,4,0,1,1,14,5,8,10,3,-2.88284875676657,2.88284875676657
"2196",44578,0,0,3,0,0,3,13,6,5,10,3,-3.40350912973829,3.40350912973829
"2197",16469,6,11,8,0,0,0,5,8,9,5,3,6.79576226526362,-6.79576226526362
"2200",31088,0,0,2,0,0,2,10,7,6,6,3,-1.28712545026451,1.28712545026451
"2201",25627,1,1,7,0,4,2,10,7,10,10,3,2.44595478653922,-2.44595478653922
"2202",12070,8,8,9,6,7,12,7,5,5,3,3,14.612295321865,-14.612295321865
"2203",15438,0,0,2,2,0,2,11,9,7,14,3,-3.05852894024626,3.05852894024626
"2204",37945,0,0,4,0,0,4,14,3,4,11,3,-4.09364939688249,4.09364939688249
"2205",27342,0,0,3,0,0,0,15,3,5,7,3,-4.24032409198105,4.24032409198105
"2208",11304,3,2,6,0,0,1,12,9,7,9,3,-0.503165438535272,0.503165438535272
"2209",14506,7,4,7,3,4,3,10,6,3,9,4,4.58879132120357,-4.58879132120357
"2210",45161,0,0,5,0,0,6,11,7,7,8,5,0.0113544261277041,-0.0113544261277041
"2211",16436,0,0,2,0,0,1,10,5,3,8,3,-3.04193655416617,3.04193655416617
"2212",14597,1,1,2,0,1,1,10,7,3,7,3,-1.45076891796919,1.45076891796919
"2213",16519,0,0,1,0,0,1,15,3,3,13,3,-6.89160853055578,6.89160853055578
"2214",16428,0,0,1,0,0,1,10,8,6,10,3,-2.98664064847582,2.98664064847582
"2215",43810,2,2,8,2,8,5,10,8,10,6,3,8.34945279332509,-8.34945279332509
"2216",24489,6,0,9,5,18,2,11,13,12,5,13,17.0552498049563,-17.0552498049563
"2217",36848,0,0,1,0,0,0,11,3,4,9,3,-4.26221469898474,4.26221469898474
"2218",30833,0,0,2,0,0,1,9,9,8,8,5,-0.957702479426238,0.957702479426238
"2219",16527,1,3,5,0,1,1,12,6,6,10,3,-1.22333349103987,1.22333349103987
"2220",35907,0,0,2,4,0,1,11,6,4,10,3,-2.30770594617145,2.30770594617145
"2221",11536,4,4,8,0,1,2,6,5,4,6,3,3.5690230734399,-3.5690230734399
"2222",15834,0,2,0,7,14,8,10,11,7,6,3,11.3789433981605,-11.3789433981605
"2223",19042,0,0,3,0,3,0,12,5,7,8,3,-1.13779264508972,1.13779264508972
"2224",29553,0,0,1,0,0,1,12,5,3,5,3,-3.05637923612361,3.05637923612361
"2225",42085,7,0,2,0,1,5,12,10,10,11,3,0.349218210138743,-0.349218210138743
"2226",28175,0,0,2,0,0,1,15,5,3,14,3,-6.70168481458916,6.70168481458916
"2227",47993,0,0,0,0,0,0,10,6,8,10,3,-3.32850571041016,3.32850571041016
"2228",10869,0,1,1,0,1,0,13,3,6,11,3,-4.33763486133756,4.33763486133756
"2229",43240,3,6,5,5,6,2,10,8,12,8,9,8.35140907112294,-8.35140907112294
"2230",13441,0,1,2,0,1,1,9,8,10,6,3,0.604086476808229,-0.604086476808229
"2231",21048,1,0,1,0,1,0,15,12,7,12,4,-4.05712660294511,4.05712660294511
"2232",41061,0,1,0,2,0,5,13,6,10,7,3,-0.764381779139907,0.764381779139907
"2234",34926,0,0,0,2,0,1,12,4,4,10,3,-4.14441229127331,4.14441229127331
"2235",10017,2,5,4,6,16,4,7,9,13,7,3,15.2410165250841,-15.2410165250841
"2236",39180,0,0,4,0,0,2,15,3,4,13,8,-5.02642101911851,5.02642101911851
"2237",42069,0,0,0,0,0,0,15,6,5,11,3,-6.01812675045395,6.01812675045395
"2238",32169,0,0,1,0,0,1,15,5,5,15,3,-6.88137066638465,6.88137066638465
"2239",41079,0,0,1,0,0,1,9,8,4,13,5,-3.79689375291195,3.79689375291195
"2241",42051,0,0,1,0,0,0,15,9,5,15,3,-6.67430628959044,6.67430628959044
"2242",39776,0,1,2,1,1,2,14,3,5,8,7,-2.35107078034859,2.35107078034859
"2243",27870,1,0,3,1,0,3,12,7,5,12,3,-3.03080007034927,3.03080007034927
"2244",30940,0,0,1,0,0,0,10,4,3,9,4,-3.8981246121194,3.8981246121194
"2245",31591,0,0,4,2,8,4,4,7,4,6,4,6.86538692564846,-6.86538692564846
"2246",34827,0,0,1,0,0,0,11,9,8,13,3,-4.01187614524221,4.01187614524221
"2248",25601,0,3,0,0,18,0,8,3,3,5,3,8.73536982371042,-8.73536982371042
"2249",40154,2,4,2,3,12,2,8,4,6,7,7,8.61122192981669,-8.61122192981669
"2250",39727,0,0,4,0,0,3,10,3,4,8,3,-1.99513286323238,1.99513286323238
"2251",39560,0,0,4,0,0,0,9,4,4,6,3,-1.64995970905247,1.64995970905247
"2252",32540,0,0,0,0,0,0,15,5,4,11,4,-6.23143527395217,6.23143527395217
"2253",37200,0,0,1,0,1,0,8,5,3,7,3,-1.98314003595808,1.98314003595808
"2254",42622,0,0,1,7,18,3,15,11,5,14,3,7.4546698912173,-7.4546698912173
"2255",19935,1,9,6,3,8,11,9,10,8,7,4,11.2401224057896,-11.2401224057896
"2256",34744,0,0,2,0,0,0,10,3,3,13,3,-5.12618509991153,5.12618509991153
"2257",22368,0,1,5,1,2,3,11,10,10,9,3,1.45007815238286,-1.45007815238286
"2258",16410,0,0,3,1,0,2,12,3,5,7,3,-2.34314610154343,2.34314610154343
"2259",18135,6,0,10,2,0,5,12,10,9,8,7,3.71195340887184,-3.71195340887184
"2260",22269,2,0,5,2,0,3,10,9,6,9,4,0.289599899218409,-0.289599899218409
"2261",42390,0,0,2,0,0,1,14,7,8,9,3,-3.46989971462093,3.46989971462093
"2263",27607,0,0,3,0,0,1,15,7,3,13,4,-5.75891602223195,5.75891602223195
"2264",38596,0,0,1,0,0,2,13,3,6,11,3,-4.6715886821278,4.6715886821278
"2265",42507,0,2,5,6,4,11,15,3,10,10,3,4.11832434574405,-4.11832434574405
"2266",35949,1,0,3,0,0,2,12,6,6,12,3,-3.53710843593761,3.53710843593761
"2267",45765,1,1,7,2,1,5,9,6,6,9,3,1.88391307198396,-1.88391307198396
"2268",20669,0,1,1,3,7,0,10,7,5,10,3,1.78093756469771,-1.78093756469771
"2269",12385,0,0,1,0,0,3,8,11,7,8,3,-0.590230105247456,0.590230105247456
"2271",11387,2,3,1,0,0,0,3,4,6,3,3,2.16799201963292,-2.16799201963292
"2272",14886,0,1,5,0,0,4,5,3,5,11,3,-0.212059887776796,0.212059887776796
"2274",24703,0,1,1,5,1,4,10,7,7,10,3,0.45246097597442,-0.45246097597442
"2275",25569,0,4,3,1,4,1,11,7,10,8,3,2.30087668942391,-2.30087668942391
"2276",42358,0,0,3,0,0,2,14,3,8,11,3,-4.03724809011654,4.03724809011654
"2277",47126,7,9,8,8,8,6,7,7,11,6,8,15.2448099879315,-15.2448099879315
"2278",34819,0,0,4,2,4,5,6,5,7,8,5,3.99038809819033,-3.99038809819033
"2279",17343,0,0,3,0,0,0,9,3,9,10,3,-2.27401441539179,2.27401441539179
"2280",15487,2,10,2,0,0,3,7,3,5,5,3,2.68988967338516,-2.68988967338516
"2281",45864,0,0,3,0,0,0,9,10,4,11,3,-2.84250145902451,2.84250145902451
"2282",42374,0,0,2,0,0,1,10,5,6,11,4,-3.25921869815478,3.25921869815478
"2283",27359,0,0,8,1,7,9,9,10,6,7,4,7.03245645594985,-7.03245645594985
"2284",28027,0,0,2,0,0,3,14,7,7,10,3,-3.49545446452918,3.49545446452918
"2285",39719,0,2,3,1,0,0,12,10,13,10,4,-0.682910349480402,0.682910349480402
"2286",41939,5,2,5,1,3,6,9,10,10,8,5,5.29548316173952,-5.29548316173952
"2287",15446,1,2,1,0,6,2,10,3,3,8,3,0.886480856354422,-0.886480856354422
"2288",30023,3,8,6,2,2,5,9,11,9,5,7,7.35938134004885,-7.35938134004885
"2289",26187,0,0,1,0,0,1,12,5,5,11,3,-4.55738375442375,4.55738375442375
"2290",41863,0,0,4,0,0,1,12,7,8,11,3,-2.85470636356164,2.85470636356164
"2291",29355,0,1,1,0,0,2,12,4,6,9,3,-3.30560244998013,3.30560244998013
"2292",18499,1,0,4,0,0,0,10,6,5,10,3,-2.63679626430728,2.63679626430728
"2293",25320,0,0,2,1,0,2,6,7,7,8,3,0.022108407241408,-0.022108407241408
"2294",37754,1,0,4,1,2,0,10,7,8,8,3,0.252564466131329,-0.252564466131329
"2295",21659,0,0,2,0,0,2,15,6,9,12,3,-4.43020789742809,4.43020789742809
"2296",48116,0,2,4,1,4,4,7,5,7,8,3,3.34229086787293,-3.34229086787293
"2298",31971,0,0,3,0,0,2,9,3,5,6,9,-0.656510157790292,0.656510157790292
"2299",44461,0,0,2,13,6,11,8,9,8,8,10,10.4761303499567,-10.4761303499567
"2300",44826,0,0,5,0,0,1,12,9,3,11,5,-3.172789205883,3.172789205883
"2301",23630,0,0,2,2,2,3,13,11,8,10,6,-0.289804325768416,0.289804325768416
"2302",32805,0,0,6,0,0,1,13,7,7,11,7,-2.40334180608956,2.40334180608956
"2303",33068,3,0,5,7,0,2,9,5,10,11,5,2.18626790370844,-2.18626790370844
"2305",25189,1,2,3,0,0,4,10,6,5,12,3,-2.02158821475405,2.02158821475405
"2306",10059,0,0,3,0,0,2,13,3,4,11,3,-4.53184193976597,4.53184193976597
"2307",12260,2,0,2,0,0,4,6,3,9,7,3,0.863234028944686,-0.863234028944686
"2308",47761,0,1,4,3,0,2,9,12,6,9,5,0.769728404328474,-0.769728404328474
"2309",24836,0,0,1,0,0,0,12,5,4,12,3,-5.34092232635102,5.34092232635102
"2310",26781,1,0,4,3,0,2,11,4,5,10,6,-1.32466217048774,1.32466217048774
"2311",16279,0,0,3,0,0,0,12,5,3,13,3,-5.31098806460376,5.31098806460376
"2313",47225,0,1,3,0,0,2,14,3,4,12,3,-4.93689335804828,4.93689335804828
"2314",14480,0,0,2,0,7,0,12,4,3,9,3,-0.389815910087687,0.389815910087687
"2315",18853,0,1,2,1,0,4,8,8,8,10,3,-0.220037315905959,0.220037315905959
"2316",19620,0,0,8,9,18,4,8,9,9,10,3,14.695064660159,-14.695064660159
"2317",44735,0,1,1,1,3,1,11,7,7,7,5,0.288188508073709,-0.288188508073709
"2318",12591,0,0,0,0,0,0,11,6,5,13,3,-5.26867338913626,5.26867338913626
"2319",15529,1,0,4,1,0,4,9,9,4,9,6,-0.138294683503323,0.138294683503323
"2320",29736,0,0,0,0,0,0,11,4,4,13,3,-5.70906862318971,5.70906862318971
"2321",32599,1,0,2,3,1,2,12,8,8,9,3,-0.581360529802484,0.581360529802484
"2322",27946,1,1,1,0,1,3,13,9,7,9,3,-1.83715682320301,1.83715682320301
"2324",10075,0,0,1,0,0,1,13,3,5,9,3,-4.49409258625182,4.49409258625182
"2325",39792,0,0,4,0,0,3,15,9,4,12,3,-4.32460286891906,4.32460286891906
"2326",25361,1,1,2,3,4,4,11,7,7,10,4,1.73001498491881,-1.73001498491881
"2327",15628,1,1,7,1,1,4,10,9,4,7,3,1.49888712480882,-1.49888712480882
"2328",25387,0,0,4,0,1,4,13,9,6,8,4,-0.985823239899484,0.985823239899484
"2329",18820,0,0,4,2,4,4,4,6,8,6,3,5.17464139828922,-5.17464139828922
"2332",27763,0,0,3,0,2,1,15,10,5,10,3,-2.99128337116865,2.99128337116865
"2333",34751,2,0,5,0,0,1,12,5,9,11,3,-2.19026389502255,2.19026389502255
"2334",39974,0,2,5,0,3,3,12,3,5,7,4,0.488233792911169,-0.488233792911169
"2336",34686,0,0,1,0,0,0,12,8,6,11,3,-4.2547183816765,4.2547183816765
"2337",40865,0,0,2,0,0,2,15,6,6,14,3,-5.70249490192314,5.70249490192314
"2338",29793,0,0,4,1,0,2,15,6,6,12,3,-4.15174547618439,4.15174547618439
"2339",12104,1,1,2,9,12,2,9,7,8,7,3,9.68624121347786,-9.68624121347786
"2340",25403,0,0,0,1,4,7,10,8,4,9,3,0.8032378266413,-0.8032378266413
"2342",38638,0,0,2,0,0,1,15,9,7,11,3,-4.43879486137264,4.43879486137264
"2343",41178,1,0,3,1,0,3,13,9,6,12,7,-2.48931942983875,2.48931942983875
"2344",45351,6,3,6,4,4,8,7,6,6,5,3,8.2998560303268,-8.2998560303268
"2345",39834,0,1,1,0,1,1,10,6,8,10,3,-1.95616228776681,1.95616228776681
"2346",16980,0,0,0,0,0,0,13,6,9,9,3,-3.84023576737912,3.84023576737912
"2347",28225,0,0,2,0,0,0,12,10,5,10,3,-3.63463729582757,3.63463729582757
"2348",42408,0,0,1,2,0,1,12,4,11,6,3,-1.10890009379594,1.10890009379594
"2350",10752,0,0,3,4,8,5,14,6,7,11,3,2.8635668143234,-2.8635668143234
"2351",21501,0,0,3,0,0,2,11,3,3,7,3,-2.76592322142155,2.76592322142155
"2354",19737,0,0,2,2,0,1,11,8,6,12,3,-2.99596425707042,2.99596425707042
"2355",44917,0,0,5,0,4,5,14,11,3,9,3,0.0948147798580962,-0.0948147798580962
"2356",43620,0,0,7,0,0,7,12,7,6,11,3,-0.918586197327675,0.918586197327675
"2357",42705,0,2,5,0,0,10,6,8,9,7,3,3.91736748243108,-3.91736748243108
"2358",10009,0,1,5,0,1,3,9,3,10,10,3,0.0945897437515216,-0.0945897437515216
"2359",43752,0,0,4,0,0,4,15,14,5,10,3,-2.64606234422336,2.64606234422336
"2360",30130,0,0,0,0,0,0,13,3,3,12,3,-6.40925912520187,6.40925912520187
"2361",22871,0,0,3,0,0,2,15,6,7,11,3,-4.25052204563261,4.25052204563261
"2362",35147,0,0,2,2,4,2,9,8,10,11,4,1.53218686001483,-1.53218686001483
"2363",42465,1,0,1,0,2,0,12,7,11,9,3,-1.32172019414082,1.32172019414082
"2364",10877,3,1,5,2,0,6,9,9,6,7,3,2.38816679555591,-2.38816679555591
"2365",38604,0,0,2,0,0,1,15,3,3,14,3,-6.93154763998943,6.93154763998943
"2366",22723,1,1,2,1,2,0,10,6,4,12,4,-2.17170314411691,2.17170314411691
"2367",30080,0,0,1,0,1,1,11,5,11,10,3,-2.04986151541942,2.04986151541942
"2368",16923,1,1,1,0,6,0,7,6,5,8,4,2.03895076054476,-2.03895076054476
