"","subject","mops_mat_abuse","mops_mat_indiff","mops_mat_control","mops_pat_abuse","mops_pat_indiff","mops_pat_control","apq_positive","apq_inconsistent","apq_poorsup","apq_involve","apq_punish","ELST1","ELSIT1"
"1032",39818,0,0,1,0,0,1,15,9,4,12,3,-5.67114275643404,5.67114275643404
"1033",10851,3,6,11,0,0,2,11,6,7,8,3,2.52592819456714,-2.52592819456714
"1035",37184,0,2,2,4,0,1,15,3,7,6,4,-1.49185273134194,1.49185273134194
"1036",34843,1,2,7,4,3,5,5,11,9,7,4,7.34737523441518,-7.34737523441518
"1037",24257,0,0,3,0,3,0,12,5,7,11,3,-2.09882731289297,2.09882731289297
"1038",21493,0,0,0,13,9,4,14,6,3,13,6,4.34301458190145,-4.34301458190145
"1039",22277,0,0,1,0,0,0,9,6,6,9,3,-2.80128407365138,2.80128407365138
"1040",18309,0,0,1,0,0,3,12,3,7,11,3,-3.86085921450498,3.86085921450498
"1041",32664,2,1,8,0,0,7,9,13,4,5,4,3.37337159115317,-3.37337159115317
"1042",28829,0,1,1,0,1,4,14,6,4,8,3,-2.7897614616782,2.7897614616782
"1043",36905,1,1,3,4,0,3,12,9,9,11,3,-0.327889202514633,0.327889202514633
"1044",18283,0,1,3,1,1,2,9,3,9,9,3,-0.259822521773394,0.259822521773394
"1045",37333,3,0,5,0,0,0,7,5,14,5,11,3.36841107022678,-3.36841107022678
"1046",24109,3,2,5,3,5,2,9,5,6,5,7,5.50141992644059,-5.50141992644059
"1047",19802,3,0,7,0,3,1,15,12,7,14,9,-0.645682608033774,0.645682608033774
"1049",37275,0,2,1,3,1,6,7,6,11,7,3,3.25295684947147,-3.25295684947147
"1050",35923,1,0,7,1,1,2,11,5,6,10,3,-0.616495965413318,0.616495965413318
"1051",21477,2,2,2,10,11,6,11,6,8,8,3,9.80385222096437,-9.80385222096437
"1052",29298,2,0,5,0,0,0,11,3,4,12,3,-3.69825914199953,3.69825914199953
"1055",13771,0,1,1,0,0,2,7,3,6,7,3,-1.04216515932828,1.04216515932828
"1056",42077,0,0,3,0,0,2,14,8,7,14,3,-4.63415810307229,4.63415810307229
"1057",16444,0,1,3,5,18,2,11,9,8,7,3,11.3614450230445,-11.3614450230445
"1059",32193,0,0,7,0,1,6,11,5,7,7,6,1.35125046037266,-1.35125046037266
"1060",24844,2,0,1,2,2,2,9,5,7,10,6,0.0705179808424193,-0.0705179808424193
"1061",21030,0,0,0,1,0,1,15,5,3,15,3,-7.23359317599006,7.23359317599006
"1062",34017,1,0,1,0,0,0,12,5,3,12,3,-5.34977118227817,5.34977118227817
"1063",26427,0,0,0,0,0,0,10,10,7,12,3,-3.7200022467983,3.7200022467983
"1064",27086,1,0,5,1,0,5,14,4,10,14,7,-2.14393831454462,2.14393831454462
"1065",17236,1,0,5,0,0,0,5,9,5,9,3,0.0464275677114652,-0.0464275677114652
"1067",22558,2,2,5,1,3,2,12,7,6,9,4,1.01775599281018,-1.01775599281018
"1068",37465,0,1,7,1,0,1,11,5,6,11,3,-1.7048035383189,1.7048035383189
"1069",16238,0,0,2,0,0,3,9,7,11,9,3,-0.595301015832218,0.595301015832218
"1070",34603,7,1,10,0,1,3,11,3,14,5,4,4.76934132088426,-4.76934132088426
"1071",21758,0,0,1,0,0,0,13,3,6,12,3,-5.49725611940823,5.49725611940823
"1072",46193,0,0,2,0,1,1,13,8,8,11,3,-3.07167518263881,3.07167518263881
"1073",34777,0,0,2,0,2,2,9,5,5,7,3,-0.547435562914046,0.547435562914046
"1074",21733,0,1,2,0,1,2,9,3,7,8,3,-0.990196317181157,0.990196317181157
"1075",12674,0,0,0,0,0,0,11,3,10,7,3,-2.63873624836425,2.63873624836425
"1076",28431,0,0,3,0,0,2,15,8,3,9,3,-4.22209907630957,4.22209907630957
"1077",37481,0,0,3,0,0,2,12,9,4,12,3,-3.81506256786961,3.81506256786961
"1078",22194,3,0,7,0,2,2,12,9,7,8,8,1.53825870765928,-1.53825870765928
"1079",46037,0,3,4,0,2,5,11,11,10,9,3,1.96633675762399,-1.96633675762399
"1080",38398,0,0,0,1,0,2,12,11,4,10,3,-3.43647921590108,3.43647921590108
"1081",31559,0,1,7,1,2,7,9,5,7,7,3,3.15104186707829,-3.15104186707829
"1082",37507,2,1,2,2,4,0,4,3,5,8,3,2.65229986140103,-2.65229986140103
"1083",29975,0,3,4,2,1,4,10,5,9,8,3,1.60348433521062,-1.60348433521062
"1084",34199,0,0,4,7,6,4,13,8,7,11,3,3.36355996741151,-3.36355996741151
"1085",26468,0,1,3,0,0,1,12,7,6,6,3,-1.69162325841461,1.69162325841461
"1086",37572,1,0,4,1,0,4,11,7,8,9,5,-0.333254742072552,0.333254742072552
"1088",21717,0,0,1,0,1,2,12,7,3,7,3,-2.63809780239832,2.63809780239832
"1089",33886,0,0,1,0,1,1,13,7,6,11,3,-3.88807719247941,3.88807719247941
"1090",32409,2,2,5,1,1,3,10,4,3,9,3,-0.275952150880303,0.275952150880303
"1091",45385,0,0,1,0,0,0,11,9,5,7,3,-2.72140403559525,2.72140403559525
"1093",44719,0,0,1,0,0,1,15,4,4,10,3,-5.60511004139921,5.60511004139921
"1094",41210,7,9,10,6,6,10,5,8,4,3,6,15.0378764369941,-15.0378764369941
"1095",29272,0,0,1,0,0,2,14,3,3,13,3,-6.29141147158614,6.29141147158614
"1096",25924,2,1,6,0,2,2,8,3,6,11,4,0.399365026823453,-0.399365026823453
"1097",24851,1,0,2,1,0,3,10,4,8,9,3,-1.36829662459438,1.36829662459438
"1098",43422,0,1,3,1,6,5,13,6,12,5,3,4.24802474579432,-4.24802474579432
"1100",48041,3,2,12,1,1,7,3,8,5,4,9,8.48741415302907,-8.48741415302907
"1101",22590,0,0,1,0,0,0,9,3,3,7,3,-3.13698575917583,3.13698575917583
"1103",47746,2,5,9,0,18,0,9,9,8,7,3,12.9420724155348,-12.9420724155348
"1104",29918,0,0,5,1,8,1,11,10,5,10,5,2.99191268872309,-2.99191268872309
"1105",10801,0,0,2,0,0,1,12,3,5,12,3,-4.82718568925767,4.82718568925767
"1106",13128,2,6,9,2,1,6,9,7,8,7,3,5.38990174667021,-5.38990174667021
"1107",11171,4,0,3,1,0,2,6,3,4,6,10,1.44370238474071,-1.44370238474071
"1108",28092,0,0,0,0,0,0,12,6,8,9,3,-3.70323239106901,3.70323239106901
"1110",36129,0,0,1,0,1,1,13,3,5,12,3,-4.87868014120088,4.87868014120088
"1111",37820,0,0,6,0,1,4,15,7,4,12,3,-3.16454574779061,3.16454574779061
"1112",19984,0,3,0,0,0,2,14,6,12,5,3,-0.980984453452991,0.980984453452991
"1113",26724,0,0,3,0,0,2,14,6,3,12,3,-5.06546078454979,5.06546078454979
"1115",19026,0,0,2,0,9,0,9,7,4,10,3,2.04066742799641,-2.04066742799641
"1116",34298,0,0,1,0,0,0,15,8,8,13,3,-5.51695069779553,5.51695069779553
"1117",20206,0,1,5,0,1,6,9,8,6,9,3,0.905445883926238,-0.905445883926238
"1118",26229,15,18,5,0,0,0,3,11,14,3,3,12.3427193217652,-12.3427193217652
"1119",29405,0,0,3,0,0,2,12,5,11,10,6,-1.8239056859971,1.8239056859971
"1120",37473,1,7,6,4,10,6,7,8,7,6,3,11.4161657643897,-11.4161657643897
"1121",30049,0,0,4,0,0,3,13,3,5,13,3,-4.42893225580785,4.42893225580785
"1122",44180,0,0,1,0,0,0,12,4,3,9,5,-4.48104088419091,4.48104088419091
"1123",27185,1,1,6,2,0,5,15,4,3,12,5,-2.65633865393699,2.65633865393699
"1124",25148,0,0,1,0,0,1,13,5,3,13,3,-5.96667413522892,5.96667413522892
"1125",21238,0,0,0,0,0,0,15,12,3,13,3,-6.390292870095,6.390292870095
"1126",13201,0,0,3,0,0,0,14,9,6,14,3,-5.23508164703802,5.23508164703802
"1127",13789,0,0,1,0,0,1,14,9,5,11,3,-4.79272967354981,4.79272967354981
"1128",21436,1,0,7,0,0,2,14,8,6,10,3,-2.24000428259204,2.24000428259204
"1129",45971,0,1,8,0,0,3,11,9,6,9,3,-0.16790786867113,0.16790786867113
"1130",26070,1,1,6,0,1,1,13,8,12,11,5,-0.419099024304737,0.419099024304737
"1131",45484,0,0,2,8,1,1,13,12,6,8,3,0.722005018939023,-0.722005018939023
"1132",28043,0,0,1,0,0,0,13,3,6,9,3,-4.53622145160498,4.53622145160498
"1133",33738,0,0,2,0,0,0,12,6,10,7,3,-2.08066623555894,2.08066623555894
"1134",34884,1,1,2,0,1,2,12,7,6,10,3,-2.22261665573315,2.22261665573315
"1135",38059,0,0,1,1,0,1,15,10,6,15,3,-5.74693310669574,5.74693310669574
"1136",40816,0,2,3,3,3,7,11,8,8,6,6,4.08425715127494,-4.08425715127494
"1137",38430,0,0,3,1,7,1,11,6,9,11,3,1.69240251503496,-1.69240251503496
"1138",15651,0,0,2,1,0,1,14,14,7,8,4,-2.09416395971527,2.09416395971527
"1140",12161,0,0,2,0,2,0,10,8,8,11,3,-1.70528198890107,1.70528198890107
"1141",38760,0,0,3,0,0,3,15,4,7,12,3,-4.54806848629429,4.54806848629429
"1142",36368,0,0,3,0,0,1,14,7,5,13,3,-5.10247071781738,5.10247071781738
"1143",26153,0,2,0,0,0,0,14,10,9,10,3,-3.52273227891216,3.52273227891216
"1144",22897,0,1,8,12,6,6,11,7,4,11,7,7.39673945107184,-7.39673945107184
"1145",33316,4,0,3,1,1,3,11,12,6,6,3,1.20549229340669,-1.20549229340669
"1146",13250,0,0,3,0,0,1,8,8,10,10,3,-0.888627884268299,0.888627884268299
"1147",26906,0,0,1,0,0,1,12,7,5,11,3,-4.32752092902348,4.32752092902348
"1148",47472,0,0,6,0,0,4,8,4,5,6,7,0.928186331677931,-0.928186331677931
"1149",21741,0,1,6,2,2,5,12,3,4,12,5,-0.566919630111717,0.566919630111717
"1150",39420,3,5,6,0,0,0,9,3,6,9,3,0.175147525340488,-0.175147525340488
"1151",47100,0,0,3,0,0,1,11,5,3,13,3,-4.71079100563412,4.71079100563412
"1152",28571,0,0,0,2,5,0,10,6,7,6,3,1.32307317734869,-1.32307317734869
"1153",44909,0,6,2,0,8,1,8,6,10,8,3,5.43034572755872,-5.43034572755872
"1154",43406,0,1,3,0,3,3,10,6,9,7,5,1.65874371778906,-1.65874371778906
"1155",12286,0,0,2,0,1,1,15,3,7,15,3,-5.83331578179027,5.83331578179027
"1156",41442,0,0,5,0,0,5,14,6,10,10,4,-1.52009346589971,1.52009346589971
"1157",41483,0,0,0,0,0,0,15,3,4,13,3,-7.21414317574303,7.21414317574303
"1158",38257,3,9,5,1,1,3,6,13,13,5,3,7.5767656912441,-7.5767656912441
"1159",21642,0,0,1,0,0,2,12,4,7,10,3,-3.67824418654343,3.67824418654343
"1161",46367,0,3,4,0,3,4,12,3,8,12,3,-0.358963975202156,0.358963975202156
"1163",24943,0,0,0,0,0,0,15,5,6,13,3,-6.5632155330364,6.5632155330364
"1164",13995,0,4,5,2,6,3,9,11,9,7,3,6.13376281168991,-6.13376281168991
"1165",42846,0,0,1,0,0,6,13,4,10,10,3,-2.38353764952183,2.38353764952183
"1166",47803,0,0,0,0,0,0,11,7,3,10,3,-4.61377212593923,4.61377212593923
"1167",38281,2,2,6,2,2,6,14,8,8,14,4,0.320808057091648,-0.320808057091648
"1169",14852,0,0,1,0,0,1,10,7,6,10,3,-3.10157206117595,3.10157206117595
"1170",29249,0,0,2,0,0,2,11,13,3,11,3,-3.1783944313253,3.1783944313253
"1171",19760,1,3,5,3,5,3,8,5,8,7,3,5.29283298325738,-5.29283298325738
"1173",14357,0,0,3,0,0,3,7,3,7,7,3,-0.280989172949293,0.280989172949293
"1174",18846,0,0,2,0,0,2,12,9,7,13,3,-3.78421601101191,3.78421601101191
"1175",45682,0,0,1,0,0,0,4,4,5,9,3,-1.50400038288835,1.50400038288835
"1176",14209,0,0,1,0,0,2,12,6,4,12,3,-4.72066836563821,4.72066836563821
"1177",47498,0,0,1,0,0,0,12,4,5,13,3,-5.56566621966573,5.56566621966573
"1178",38414,0,0,1,0,0,1,11,9,10,9,3,-2.0567704968585,2.0567704968585
"1179",31476,0,0,1,1,0,0,9,3,6,6,3,-1.83579555641348,1.83579555641348
"1180",37648,0,0,2,0,0,1,14,4,11,9,3,-3.18309672676179,3.18309672676179
"1181",25593,0,1,7,1,1,5,10,9,7,8,3,1.86111718278092,-1.86111718278092
"1182",46532,0,0,5,4,0,7,11,7,8,8,3,1.64722986321725,-1.64722986321725
"1183",39529,0,0,3,0,0,2,9,12,3,10,3,-1.99750360499699,1.99750360499699
"1184",39230,0,4,3,4,5,4,8,3,10,6,3,5.90662336952711,-5.90662336952711
"1185",33217,1,2,3,0,4,1,12,13,7,7,3,1.65845399726314,-1.65845399726314
"1186",42671,2,0,4,2,6,2,6,9,11,8,3,5.86621029703485,-5.86621029703485
"1187",59139,0,3,0,0,4,3,14,3,13,8,3,0.482168774719617,-0.482168774719617
"1188",10455,4,3,7,4,3,6,9,8,9,5,5,7.48582412098536,-7.48582412098536
"1189",31229,1,0,3,1,0,3,11,9,8,10,3,-1.18111445549065,1.18111445549065
"1190",35634,0,1,1,0,5,1,4,3,10,5,3,4.11283589897444,-4.11283589897444
"1191",20677,0,0,4,0,0,3,13,3,4,13,4,-4.52730936660594,4.52730936660594
"1192",45922,12,11,8,3,7,1,3,4,7,3,5,14.020680384276,-14.020680384276
"1193",38497,11,17,12,0,0,5,9,3,7,7,3,8.73953025475856,-8.73953025475856
"1194",17111,1,0,7,1,0,4,6,9,6,8,3,2.1504738238977,-2.1504738238977
"1195",10835,2,13,0,1,0,1,14,5,3,8,5,-0.599185137656711,0.599185137656711
"1196",17947,0,1,6,1,2,6,14,11,5,11,3,-0.132560009755192,0.132560009755192
"1197",20644,0,0,0,0,0,0,12,7,5,11,3,-4.86058798286392,4.86058798286392
"1198",12377,1,2,8,6,8,2,8,5,10,6,3,9.13705510054643,-9.13705510054643
"1199",41160,0,2,7,1,9,5,10,10,7,7,3,7.17079964353102,-7.17079964353102
"1202",10140,0,0,0,0,0,0,9,3,3,15,3,-5.98015065315193,5.98015065315193
"1203",43919,2,0,3,2,0,3,11,8,9,8,4,0.218263257114076,-0.218263257114076
"1204",26674,1,0,3,1,3,2,14,11,6,10,3,-0.938243737730419,0.938243737730419
"1205",38612,2,0,1,1,0,0,14,8,7,8,3,-3.02560768215954,3.02560768215954
"1206",15065,0,0,3,0,1,3,14,4,3,11,3,-4.14587033382179,4.14587033382179
"1208",29389,0,0,3,0,0,3,15,5,3,15,3,-6.23630137601014,6.23630137601014
"1209",25130,0,0,3,0,0,3,11,7,8,9,3,-1.64156403188426,1.64156403188426
"1210",24471,0,0,2,0,0,1,9,5,6,6,3,-1.42211376470782,1.42211376470782
"1211",11023,6,16,6,9,17,2,6,8,6,8,3,19.0570855609623,-19.0570855609623
"1212",42200,3,11,1,0,17,1,3,5,9,3,3,15.271100451136,-15.271100451136
"1213",44776,0,0,3,0,0,3,11,3,7,9,3,-2.31182209133798,2.31182209133798
"1214",38653,0,2,6,0,2,2,11,9,5,8,3,0.544155259926009,-0.544155259926009
"1215",20487,0,0,1,0,0,1,10,6,9,12,3,-3.22559602645204,3.22559602645204
"1216",32342,0,0,2,0,0,2,13,6,7,10,3,-3.51551136627236,3.51551136627236
"1217",24083,0,6,5,9,1,10,8,5,12,8,3,7.95975093556045,-7.95975093556045
"1219",38687,0,0,1,5,0,4,11,6,5,11,3,-1.59069229706605,1.59069229706605
"1220",25262,0,0,3,0,0,0,14,5,5,12,3,-5.26464992795624,5.26464992795624
"1221",20180,0,0,0,0,0,0,9,3,3,10,3,-4.37842620681318,4.37842620681318
"1222",26385,0,0,0,0,0,0,11,9,8,10,3,-3.33124725727305,3.33124725727305
"1223",29694,0,0,2,0,0,1,13,3,8,9,4,-3.46993428260308,3.46993428260308
"1224",29413,0,1,1,0,0,0,12,3,4,9,3,-4.34692122799931,4.34692122799931
"1225",19380,1,0,4,8,1,11,6,4,3,9,3,4.57246994931135,-4.57246994931135
"1226",20404,0,0,1,0,0,2,15,4,4,15,3,-6.95417321373163,6.95417321373163
"1227",12658,0,0,1,0,0,1,8,6,8,7,3,-1.13933241883988,1.13933241883988
"1228",12302,0,1,0,0,1,1,12,8,7,12,3,-3.55299899931591,3.55299899931591
"1229",38711,0,0,2,0,0,0,12,8,7,13,4,-4.29231467386963,4.29231467386963
"1230",37143,0,0,1,2,4,1,9,3,4,8,3,0.0101476607027866,-0.0101476607027866
"1231",13706,0,0,2,0,0,2,9,6,5,8,3,-1.90574326519003,1.90574326519003
"1232",31153,0,0,3,0,0,3,15,3,6,14,3,-5.51422208618311,5.51422208618311
"1233",32946,0,0,6,0,0,4,11,7,8,10,3,-0.868030307643378,0.868030307643378
"1234",20354,0,0,2,0,0,2,13,9,7,9,3,-2.8503722389042,2.8503722389042
"1235",24380,0,0,1,4,1,5,8,4,4,9,8,0.692846390906826,-0.692846390906826
"1236",38752,0,0,4,0,0,3,11,10,11,11,3,-1.02545656652571,1.02545656652571
"1237",23572,1,0,1,0,1,1,10,5,7,5,3,-0.741047366004064,0.741047366004064
"1238",23564,1,1,7,1,1,7,9,4,9,5,5,3.94741208580205,-3.94741208580205
"1239",23937,0,0,1,0,0,1,12,4,5,9,4,-3.91947009073329,3.91947009073329
"1240",38786,0,0,0,0,0,0,13,6,6,10,3,-4.79217788260642,4.79217788260642
"1241",38794,0,0,1,0,0,0,10,7,7,11,3,-3.46404581579686,3.46404581579686
"1242",20578,0,0,4,1,1,2,10,8,8,10,3,-0.546002017271584,0.546002017271584
"1243",35352,0,0,2,2,0,0,8,6,11,3,3,1.49988504508853,-1.49988504508853
"1244",15818,7,8,9,13,12,9,5,6,6,5,9,20.0323775240112,-20.0323775240112
"1245",20263,0,0,2,0,0,2,11,8,6,9,3,-2.48076449033093,2.48076449033093
"1248",26443,0,0,1,0,0,1,12,6,4,14,4,-5.50186412032496,5.50186412032496
"1249",32839,0,2,0,0,2,0,12,6,3,13,3,-4.35872125380008,4.35872125380008
"1251",15842,0,0,2,0,0,1,9,11,6,8,4,-1.26105976918742,1.26105976918742
"1252",36087,0,2,3,0,2,0,10,10,4,9,3,-0.870794727846464,0.870794727846464
"1253",44602,0,0,4,2,0,4,8,9,9,5,3,2.35438134304063,-2.35438134304063
"1254",11932,1,0,0,0,1,1,10,4,6,9,3,-2.62829652426248,2.62829652426248
"1255",35816,5,7,7,1,6,5,7,5,9,9,4,8.1245029763575,-8.1245029763575
"1257",12542,1,5,5,0,13,0,4,7,8,4,3,11.2053809464209,-11.2053809464209
"1258",17434,0,1,1,0,0,2,11,3,3,9,3,-3.70459530367651,3.70459530367651
"1259",38463,2,0,7,1,8,4,11,9,7,6,3,6.07727754182943,-6.07727754182943
"1260",35840,0,0,1,0,0,1,12,6,7,11,3,-4.02138752441725,4.02138752441725
"1262",42101,0,0,3,0,0,1,12,10,12,12,6,-1.93206726638508,1.93206726638508
"1263",29421,8,7,5,4,4,3,3,5,7,3,5,10.5615725197599,-10.5615725197599
"1265",44859,0,0,3,0,0,0,13,7,6,8,3,-3.19533935186849,3.19533935186849
"1266",19679,0,0,4,0,7,2,15,7,8,11,3,0.390477345534109,-0.390477345534109
"1267",17582,0,0,1,0,0,1,10,5,6,11,3,-3.65177977584397,3.65177977584397
"1268",40451,1,0,5,1,0,3,7,10,8,10,3,0.884771656730869,-0.884771656730869
"1269",33365,0,0,1,0,0,1,7,8,10,8,3,-0.461213880437696,0.461213880437696
"1270",20008,5,7,12,7,2,10,8,6,6,7,9,10.9168029889415,-10.9168029889415
"1271",30221,1,4,2,0,1,7,14,7,5,12,3,-1.71711627497054,1.71711627497054
"1272",17079,0,0,1,0,0,3,9,3,6,9,3,-2.38809448973277,2.38809448973277
"1273",13219,0,0,3,0,0,2,13,8,4,10,3,-3.63683998699754,3.63683998699754
"1274",36939,0,0,1,0,0,1,12,7,3,9,3,-4.10789596779434,4.10789596779434
"1275",26708,0,0,0,0,0,0,15,3,3,13,3,-7.42467558439622,7.42467558439622
"1277",37861,0,0,1,0,0,1,14,7,7,8,3,-3.64049301384046,3.64049301384046
"1278",14118,0,0,1,0,0,2,12,3,3,10,3,-4.6353052338563,4.6353052338563
"1279",40683,0,0,0,0,0,0,9,4,5,10,5,-3.6181193810965,3.6181193810965
"1280",32607,0,2,4,0,15,0,12,10,9,11,5,6.84463480960605,-6.84463480960605
"1281",39024,0,3,4,1,8,3,8,12,9,8,4,6.64845152033117,-6.64845152033117
"1282",20503,10,6,7,13,12,12,3,5,6,3,3,20.8568400812741,-20.8568400812741
"1283",39057,1,2,6,3,18,3,8,6,9,8,6,13.145806799898,-13.145806799898
"1284",18507,1,0,3,15,18,6,7,4,5,9,11,16.2438667458959,-16.2438667458959
"1285",16071,4,0,10,2,0,7,9,7,7,8,6,3.97850185306047,-3.97850185306047
"1286",29157,0,0,6,0,0,2,10,3,3,9,3,-2.21785987549146,2.21785987549146
"1287",39149,3,1,2,1,5,3,12,11,6,7,3,2.50920858128085,-2.50920858128085
"1288",10132,0,0,4,0,0,1,13,7,7,11,5,-3.18846396146794,3.18846396146794
"1289",14738,0,0,6,0,0,2,6,11,10,7,3,2.20615120507059,-2.20615120507059
"1290",18804,1,0,4,1,0,4,15,7,3,13,3,-4.28175007797284,4.28175007797284
"1291",19828,1,1,1,0,0,1,7,9,11,6,3,0.969452528125895,-0.969452528125895
"1292",13268,0,0,3,0,0,3,14,3,5,13,3,-5.05687382060524,5.05687382060524
"1293",39156,0,0,1,0,0,1,14,3,5,9,3,-4.84162837121512,4.84162837121512
"1294",16592,3,2,9,0,0,1,10,7,5,6,3,1.34323049599024,-1.34323049599024
"1295",26849,0,0,0,0,0,0,15,3,3,15,3,-8.06536536293172,8.06536536293172
"1296",37663,0,0,6,1,1,1,12,9,4,8,3,-1.01943174491341,1.01943174491341
"1297",24240,6,4,4,1,10,0,6,3,8,4,3,9.13567320251359,-9.13567320251359
"1298",29652,0,0,3,0,2,0,15,3,3,14,3,-5.7509089084533,5.7509089084533
"1299",34272,0,2,1,3,2,1,8,10,9,7,3,2.25722264082484,-2.25722264082484
"1302",21071,0,5,3,0,4,5,9,10,9,8,3,4.05443635323676,-4.05443635323676
"1303",33506,1,1,5,10,18,3,12,12,3,13,5,11.3696795170952,-11.3696795170952
"1304",35386,0,0,0,0,1,0,13,10,7,11,3,-3.86581759956626,3.86581759956626
"1305",18341,2,2,8,0,4,1,15,5,4,10,3,-0.2925241010941,0.2925241010941
"1306",28449,0,1,3,2,11,6,9,6,14,8,5,8.80665355667312,-8.80665355667312
"1307",48181,0,0,1,0,0,2,13,5,4,13,3,-5.50348045256939,5.50348045256939
"1308",14969,0,0,1,2,0,1,13,9,7,10,3,-3.00528800694229,3.00528800694229
"1310",39248,3,3,7,2,4,1,7,9,7,7,3,5.42272292708639,-5.42272292708639
"1311",24968,1,0,1,0,0,0,12,3,5,11,3,-4.83822430110432,4.83822430110432
"1312",13276,0,0,0,0,0,1,12,4,6,13,7,-4.93425712541994,4.93425712541994
"1313",12757,0,0,2,0,0,4,8,5,6,8,3,-0.957283936261011,0.957283936261011
"1314",34348,0,1,0,1,3,1,11,4,6,13,5,-2.46961325412048,2.46961325412048
"1315",12013,0,0,2,6,1,7,7,4,6,8,3,2.70523989608566,-2.70523989608566
"1316",12062,2,4,4,1,16,1,9,4,3,6,3,9.41925517874973,-9.41925517874973
"1317",37390,3,3,8,5,0,2,10,3,8,5,3,3.81677214821322,-3.81677214821322
"1318",22152,0,0,4,0,2,1,14,8,7,12,3,-2.81282959300066,2.81282959300066
"1319",19570,1,2,7,0,0,4,7,3,4,7,8,1.74981654833286,-1.74981654833286
"1320",32318,0,1,2,0,9,0,10,8,5,4,3,4.20349405594167,-4.20349405594167
"1322",35691,0,0,6,0,0,2,9,3,7,3,3,0.893874879691071,-0.893874879691071
"1323",22202,0,0,0,0,0,0,9,3,7,8,3,-2.89560679366495,2.89560679366495
"1324",33472,0,0,1,0,0,0,12,12,3,12,3,-4.74693484610326,4.74693484610326
"1325",12856,0,0,3,0,0,0,11,4,9,9,4,-2.42165438549541,2.42165438549541
"1328",42812,0,0,2,0,0,2,15,4,3,10,3,-5.28257539621196,5.28257539621196
"1329",33464,1,0,5,1,3,0,12,8,6,12,4,-1.06101187492912,1.06101187492912
"1330",29728,1,4,3,1,5,3,8,3,13,6,12,6.44889629229703,-6.44889629229703
"1331",19398,0,0,7,0,0,4,12,3,3,5,3,-0.845823560500275,0.845823560500275
"1332",46417,0,0,3,0,1,0,8,5,7,5,3,0.0604909368583508,-0.0604909368583508
"1333",32011,1,4,2,0,2,3,10,11,10,6,3,2.67328591138444,-2.67328591138444
"1334",45609,3,0,3,3,0,8,11,11,6,10,5,1.21716379886731,-1.21716379886731
"1335",17087,4,5,3,0,8,1,5,5,5,4,5,7.63536051405328,-7.63536051405328
"1336",48462,0,0,0,0,0,0,15,7,3,11,3,-6.32426015506017,6.32426015506017
"1337",17095,0,0,1,0,0,0,13,4,3,12,3,-6.01392193266764,6.01392193266764
"1338",17046,1,0,0,0,0,1,10,9,3,7,4,-2.50883872318494,2.50883872318494
"1339",42986,0,0,2,0,0,1,13,4,11,8,3,-2.51521605253074,2.51521605253074
"1340",36152,0,0,4,0,0,2,11,3,10,11,3,-2.29317013808618,2.29317013808618
"1341",30114,0,0,5,0,0,2,9,6,4,10,5,-1.69143751716624,1.69143751716624
"1342",22293,0,3,4,3,0,2,6,5,7,5,3,2.80107575222889,-2.80107575222889
"1343",42663,3,2,6,4,0,5,7,8,6,8,6,3.97349789392648,-3.97349789392648
"1344",20743,0,0,3,1,9,2,14,5,3,12,3,0.3568799059728,-0.3568799059728
"1345",47019,0,0,8,0,0,6,5,3,4,6,3,2.26284278147502,-2.26284278147502
"1346",30684,0,0,4,2,5,0,11,7,9,12,3,0.711087406121782,-0.711087406121782
"1347",38042,0,0,2,1,0,3,11,4,6,9,3,-2.33858077959008,2.33858077959008
"1348",35626,0,0,4,0,0,0,14,8,8,11,3,-3.68750779479444,3.68750779479444
"1349",34645,0,1,2,0,0,1,9,9,5,10,3,-2.19147082368274,2.19147082368274
"1351",34454,0,0,3,0,0,3,9,5,11,5,3,0.736621495672612,-0.736621495672612
"1352",47811,0,0,0,0,0,0,8,8,3,10,3,-3.45623335834921,3.45623335834921
"1353",15669,0,0,6,0,0,3,11,11,6,9,3,-0.76168585888779,0.76168585888779
"1356",11403,0,1,0,0,1,0,9,6,6,7,3,-1.60172370614706,1.60172370614706
"1357",30239,0,0,1,0,0,0,11,3,5,10,3,-4.37202717959931,4.37202717959931
"1358",21915,1,0,7,0,2,2,15,5,6,11,3,-2.09978496921512,2.09978496921512
"1359",39644,2,0,5,0,0,1,12,3,6,10,3,-2.73137905711462,2.73137905711462
"1360",28936,0,0,2,4,16,2,9,6,11,9,3,9.65725245326849,-9.65725245326849
"1361",41947,0,0,2,0,0,2,15,5,3,14,3,-6.44902354058282,6.44902354058282
"1362",24430,0,0,2,0,0,0,13,4,6,11,4,-4.66941873975115,4.66941873975115
"1363",18432,0,1,2,0,1,2,8,3,8,9,3,-0.752473012832428,0.752473012832428
"1364",39677,0,0,1,0,0,0,14,8,5,13,4,-5.68885684093669,5.68885684093669
"1365",18895,0,0,0,0,0,0,12,4,5,12,3,-5.52572711023207,5.52572711023207
"1366",16956,1,0,5,0,0,2,12,9,4,8,3,-1.77118789840437,1.77118789840437
"1367",16352,0,0,0,0,0,0,11,3,4,6,3,-3.58158581101559,3.58158581101559
"1368",43687,0,0,0,0,0,0,11,3,4,8,3,-4.22227558955109,4.22227558955109
"1369",11049,0,1,3,0,0,4,10,4,4,11,3,-2.60615136821453,2.60615136821453
